surname	firstname	music	nationality	birth	death
Leo	Leonardo	Siface	Italian	1694	1744
Leo	Leonardo	Sinfonia Concertata for Cello and Strings in C minor	Italian	1694	1744
Leo	Leonardo	Sinfonia in A major	Italian	1694	1744
Leo	Leonardo	Solfeggios for Soprano, P-Ln C.N.321	Italian	1694	1744
Leo	Leonardo	A solis ortu	Italian	1694	1744
Leo	Leonardo	Sonata for 2 Oboes, Strings and Continuo in D major	Italian	1694	1744
Leo	Leonardo	Sonata for Strings and Continuo in D major	Italian	1694	1744
Leo	Leonardo	Sorge Lidia la notte	Italian	1694	1744
Leo	Leonardo	Splende più dell'usato	Italian	1694	1744
Leo	Leonardo	T'intendo sì mio cor	Italian	1694	1744
Leo	Leonardo	Turbido caelo	Italian	1694	1744
Leo	Leonardo	Vado dal piano al monte	Italian	1694	1744
Leo	Leonardo	Vologeso re de' Parti	Italian	1694	1744
Leo	Leonardo	Ya te proclaman los cielos	Italian	1694	1744
Leo	Leonardo	Zenobia in Palmira	Italian	1694	1744
Leo	Leonardo	La Zingarella	Italian	1694	1744
Leon	Juan de	Ay, que non se rremediarme	unknown	unknown	unknown
Leon	Tomas	4 Danzas Habaneras	unknown	unknown	unknown
Leonard	Jeremiah Buchanan	Etude in Fifteenths	unknown	unknown	unknown
Leonard	Jeremiah Buchanan	Transposition Etude	unknown	unknown	unknown
Leonard	Robert	Abendfrieden, Op.153	unknown	unknown	unknown
Leonard	Silas White	The Christian Psalmist	unknown	unknown	unknown
Leonarda	Isabella	Ah Domine Iesu	Italian	1620	1704
Leonarda	Isabella	Iam Diu dilecte, Op.20 No.1	Italian	1620	1704
Leonarda	Isabella	Mottetti a voce sola, Op.11	Italian	1620	1704
Leonarda	Isabella	O anima mea	Italian	1620	1704
Leonarda	Isabella	Sic ergo anima animae	Italian	1620	1704
Leonardi	Salvator	Methode pour Banjoline ou Mandoline-Banjo	unknown	unknown	unknown
Leoncavallo	Ruggiero	Ave Maria	Italian	1857	1919
Leoncavallo	Ruggiero	Barcarola Veneziana	Italian	1857	1919
Leoncavallo	Ruggiero	La bohème	Italian	1857	1919
Leoncavallo	Ruggiero	Brise de mer	Italian	1857	1919
Leoncavallo	Ruggiero	Chatterton	Italian	1857	1919
Leoncavallo	Ruggiero	I Medici	Italian	1857	1919
Leoncavallo	Ruggiero	Maià	Italian	1857	1919
Leoncavallo	Ruggiero	Malbruk	Italian	1857	1919
Leoncavallo	Ruggiero	Mattinata	Italian	1857	1919
Leoncavallo	Ruggiero	2 Morceaux	Italian	1857	1919
Leoncavallo	Ruggiero	A Ninon	Italian	1857	1919
Leoncavallo	Ruggiero	Pagliacci	Italian	1857	1919
Leoncavallo	Ruggiero	Pantins vivants	Italian	1857	1919
Leoncavallo	Ruggiero	Petit ange, ferme ton aile	Italian	1857	1919
Leoncavallo	Ruggiero	La reginetta delle rose	Italian	1857	1919
Leoncavallo	Ruggiero	Der Roland von Berlin	Italian	1857	1919
Leoncavallo	Ruggiero	Romanesca	Italian	1857	1919
Leoncavallo	Ruggiero	Séraphitus Séraphita	Italian	1857	1919
Leoncavallo	Ruggiero	Sérénade	Italian	1857	1919
Leoncavallo	Ruggiero	Tarantella	Italian	1857	1919
Leoncavallo	Ruggiero	Valse mélancolique	Italian	1857	1919
Leoncavallo	Ruggiero	Zazà	Italian	1857	1919
Leoncavallo	Ruggiero	Zingari	Italian	1857	1919
Leone	Gabriele	6 Violin or Mandolin Duets	unknown	unknown	unknown
Leone	Gabriele	Fantasia sopra Renzo e Lucia (LeoneNero)	unknown	unknown	unknown
Leone	Gabriele	2 Invocazioni (LeoneNero)	unknown	unknown	unknown
Leone	Gabriele	Kyrie Eleison (LeoneNero)	unknown	unknown	unknown
Leone	Gabriele	4 Pezzi per flauto (LeoneNero)	unknown	unknown	unknown
Leone	Gabriele	Ricercare per due violini (LeoneNero)	unknown	unknown	unknown
Leone	Gabriele	Terzo Coro dalla 'Terra Promessa' (LeoneNero)	unknown	unknown	unknown
Leonhard	Julius Emil	Piano Quartet No.1, Op.17	unknown	unknown	unknown
Leonhard	Julius Emil	Piano Sonata quasi Fantasia, Op.5	unknown	unknown	unknown
Leonhard	Julius Emil	Piano Trio No.1, Op.12	unknown	unknown	unknown
Leonhard	Julius Emil	Piano Trio No.2, Op.18	unknown	unknown	unknown
Leonhard	Julius Emil	2 Violin Sonatas, Op.10	unknown	unknown	unknown
Leonhardt	Andreas	Allgemeine Musikschule für Militär Musik, Op.22 (Nemetz, Andreas)	unknown	unknown	unknown
Leoni	Franco	Francesca da Rimini	Italian	1864	1949
Leoni	Franco	The Leaves and the Wind	Italian	1864	1949
Leoni	Franco	A Little Garden of Melodies	Italian	1864	1949
Leoni	Franco	L'oracolo	Italian	1864	1949
Leoni	Franco	Princess of the Sunny Smile	Italian	1864	1949
Leoni	Franco	The Roses of Dawn	Italian	1864	1949
Leoni	Giovanni Antonio	Sonate di Violino, Op.3	unknown	unknown	unknown
Leoni	Leone	Come viver poss'io	Italian	unknown	unknown
Leoni	Leone	Dimmi Clori gentil perchè non ami	Italian	unknown	unknown
Leoni	Leone	Dolci baci e soavi	Italian	unknown	unknown
Leoni	Leone	Heu me quid faciam misera tulerunt Dominum meum	Italian	unknown	unknown
Leoni	Leone	Tirsi quasi ch'in specchio	Italian	unknown	unknown
Leoni	Leone	Vi dissi io ardo	Italian	unknown	unknown
Leoni	Leone	Mesto Ricordo (Leoni)	Italian	unknown	unknown
Leonovich	Yuriy	Doina	unknown	unknown	unknown
Leonovich	Yuriy	Improvisation for Cello Solo	unknown	unknown	unknown
Leonovich	Yuriy	Kamarinskaya	unknown	unknown	unknown
Leontovych	Mykola	Carol of the Bells	Ukrainian	1877	1921
Leopold I	Holy Roman Emperor	Missa Angeli Custodis	German	1640	1705
Leopold I	Holy Roman Emperor	Presso allo stuol pomposo	German	1640	1705
Leopold I	Holy Roman Emperor	Pur una volta alfine, B.deest	German	1640	1705
Leopold I	Holy Roman Emperor	Requiem	German	1640	1705
Leopold I	Holy Roman Emperor	Stabat Mater	German	1640	1705
Leopold I	King of Belgium	Andenken	Belgian	1790	1865
Lepage	Abbé Louis	Elévation	unknown	unknown	unknown
Lepin	Henry-Noël	6 Cello Sonatas, Op.1	unknown	unknown	unknown
Leppuhr	Thomas	String Quartet No.1	unknown	unknown	unknown
Lequint	A	3 Concertante String Trios, Op.2	unknown	unknown	unknown
Lerdo de Tejada	Miguel	Tuyo	Mexican	1869	1941
Leroux	Charles	Fusōka	unknown	unknown	unknown
Leroux	Félix	Une simple idée	unknown	unknown	unknown
Leroux	Xavier	1814	French	1863	1919
Leroux	Xavier	Les Ailes inutiles	French	1863	1919
Leroux	Xavier	Astarté	French	1863	1919
Leroux	Xavier	Les cadeaux de Noël	French	1863	1919
Leroux	Xavier	Le carillonneur	French	1863	1919
Leroux	Xavier	A ceux qui glorieusement sont morts pour la Patrie	French	1863	1919
Leroux	Xavier	Le chemineau	French	1863	1919
Leroux	Xavier	Cléopâtre	French	1863	1919
Leroux	Xavier	Evangéline	French	1863	1919
Leroux	Xavier	Horn Sonata	French	1863	1919
Leroux	Xavier	3 Mélodies dans le style ancien	French	1863	1919
Leroux	Xavier	Morceau de lecture à première vue (1905)	French	1863	1919
Leroux	Xavier	Morceau de lecture à première vue (1907)	French	1863	1919
Leroux	Xavier	Le Nil	French	1863	1919
Leroux	Xavier	Par les chemins de France	French	1863	1919
Leroux	Xavier	Les Perses	French	1863	1919
Leroux	Xavier	Plainte d'amour	French	1863	1919
Leroux	Xavier	La reine Fiammette	French	1863	1919
Leroux	Xavier	Romance No.1	French	1863	1919
Leroux	Xavier	Romance No.2	French	1863	1919
Leroux	Xavier	Roses d'octobre	French	1863	1919
Leroux	Xavier	La solitaire	French	1863	1919
Leroux	Xavier	Théodora	French	1863	1919
Leroux	Xavier	Vénus et Adonis	French	1863	1919
Leroux	Xavier	William Ratcliff	French	1863	1919
Lescallopier	Marie	Danceries, Livre 3 (Gervaise, Claude)	unknown	unknown	unknown
Lescallopier	Marie	Danceries, Livre 6 (Gervaise, Claude)	unknown	unknown	unknown
Lescallopier	Marie	Danceries, Livre 7 (Tertre, Estienne du)	unknown	unknown	unknown
Leschenet	Didier	Canticum beatae Mariae virginis (Various)	unknown	unknown	unknown
Leschenet	Didier	Mellange de chansons (Various)	unknown	unknown	unknown
Leschetizky	Theodor	À la campagne, Op.40	Polish	1830	1915
Leschetizky	Theodor	Les adieux, Op.14	Polish	1830	1915
Leschetizky	Theodor	Andante finale de 'Lucia di Lammermoor', Op.13	Polish	1830	1915
Leschetizky	Theodor	2 Arabesques, Op.45	Polish	1830	1915
Leschetizky	Theodor	Chant des pêcheurs	Polish	1830	1915
Leschetizky	Theodor	Contes de jeunesse, Op.46	Polish	1830	1915
Leschetizky	Theodor	Die erste Falte	Polish	1830	1915
Leschetizky	Theodor	3 Etudes caractéristiques, Op.41	Polish	1830	1915
Leschetizky	Theodor	Filigrane-Polka, Op.23	Polish	1830	1915
Leschetizky	Theodor	6 Improvisations, Op.11	Polish	1830	1915
Leschetizky	Theodor	3 Lieder, Op.30	Polish	1830	1915
Leschetizky	Theodor	2 Mazurkas, Op.24	Polish	1830	1915
Leschetizky	Theodor	6 Méditations, Op.19	Polish	1830	1915
Leschetizky	Theodor	2 Morceaux, Op.42	Polish	1830	1915
Leschetizky	Theodor	2 Morceaux, Op.47	Polish	1830	1915
Leschetizky	Theodor	Nocturne No.2, Op.12	Polish	1830	1915
Leschetizky	Theodor	Pastels, Op.44	Polish	1830	1915
Leschetizky	Theodor	Perpetuum Mobile, Op.20	Polish	1830	1915
Leschetizky	Theodor	2 Pieces, Op.2	Polish	1830	1915
Leschetizky	Theodor	2 Pieces, Op.31	Polish	1830	1915
Leschetizky	Theodor	2 Pieces, Op.35	Polish	1830	1915
Leschetizky	Theodor	4 Pieces, Op.36	Polish	1830	1915
Leschetizky	Theodor	2 Pieces, Op.43	Polish	1830	1915
Leschetizky	Theodor	3 Pieces, Op.48	Polish	1830	1915
Leschetizky	Theodor	2 Preludes, Op.49	Polish	1830	1915
Leschetizky	Theodor	Souvenir de St. Pétersbourg, Op.15	Polish	1830	1915
Leschetizky	Theodor	Souvenir de Venise, Op.4	Polish	1830	1915
Leschetizky	Theodor	Souvenirs d'Italie, Op.39	Polish	1830	1915
Leschetizky	Theodor	Valse chromatique, Op.22	Polish	1830	1915
Lescot	C. François	Chansons, airs, ariettes, et duo avec accompagnement	unknown	unknown	unknown
Leslie	Ernest	2 Anthems for Church Service, Op.8	unknown	unknown	unknown
Leslie	Ernest	A Sea-Change, Op.219	unknown	unknown	unknown
Leslie	Frederick	The Birthday Garland	unknown	unknown	unknown
Leslie	Henry T.	The Four Jolly Smiths	unknown	unknown	unknown
Leslie	Henry T.	Sir Harold the Hunter	unknown	unknown	unknown
Leslie	Henry T.	30 Years Ago	unknown	unknown	unknown
Leslie	Henry	The Daughter of the Isles, Op.19	British	1822	1896
Leslie	Henry	The Golden Year	British	1822	1896
Leslie	Henry	O Have Mercy upon Me, Op.21	British	1822	1896
Leslie	Henry	Quintet for Piano and Winds, Op.6	British	1822	1896
Leslie	Henry	3 Trios for Female Voices	British	1822	1896
Lesnick	Sammy	Hommage to the Twentieth Century, Op.2	unknown	unknown	unknown
Lesniczuk	Aleksander	Cicha noc	unknown	unknown	unknown
Lesniczuk	Aleksander	Gdy śliczna Panna	unknown	unknown	unknown
Lesniczuk	Aleksander	Jezus malusieńki	unknown	unknown	unknown
Lessel	Franciszek	Finale Molto Presto	Polish	1780	1838
Lessel	Franciszek	String Quartet No.8, Op.19	Polish	1780	1838
Lessel	Franciszek	Variations No.1, Op.15	Polish	1780	1838
Lessel	Helena	Serenade	unknown	unknown	unknown
Lessle	Adolf	Andalusische Romanze	unknown	unknown	unknown
Lessle	Adolf	Capriccioso	unknown	unknown	unknown
Lessmann	Otto	Waltz, Op.23	unknown	unknown	unknown
Lester	Thomas William	2 Pieces for Organ, Op.62	unknown	unknown	unknown
Lestoquoy	Alexandre	Venise, Op.9	unknown	unknown	unknown
Lestán	Tomás	Método elemental de viola	unknown	unknown	unknown
Leszczewski	Wladislaw	Bad Piano Pieces, Op.4	unknown	unknown	unknown
Leszczewski	Wladislaw	Chillin' with Dionysus, Op.2	unknown	unknown	unknown
Leszczewski	Wladislaw	Fugue No.1	unknown	unknown	unknown
Leszczewski	Wladislaw	Fugue No.2	unknown	unknown	unknown
Leszczewski	Wladislaw	Mazurka No.1, Op.1	unknown	unknown	unknown
Leszczewski	Wladislaw	Mediocre, Op.5	unknown	unknown	unknown
Leszczewski	Wladislaw	Prelude No.1	unknown	unknown	unknown
Leszczewski	Wladislaw	Shiny People, Op.6	unknown	unknown	unknown
Leszczewski	Wladislaw	Waltz No.2, Op.3	unknown	unknown	unknown
Letocart	Henri	Communion - Verset	unknown	1866	1945
Letondal	Arthur	Berceuse	unknown	unknown	unknown
Letondal	Arthur	3 Pièces de genre, Op.2	unknown	unknown	unknown
Letondal	Arthur	Toccata	unknown	unknown	unknown
Letort	Bruno	Baltika	unknown	1963	2019
Letort	Bruno	Blues comme l'enfer	unknown	1963	2019
Letort	Bruno	Kaoru	unknown	1963	2019
Letort	Bruno	Minsk	unknown	1963	2019
Letort	Bruno	Poussière de voyages	unknown	1963	2019
Letort	Bruno	Rebath	unknown	1963	2019
Letort	Bruno	Vertige horizontal	unknown	1963	2019
Letort	Bruno	Yukari	unknown	1963	2019
Letovsky	Stanislav	4 Ballades, Op.4	unknown	1890	1965
Letovsky	Stanislav	5 Klavierstücke, Op.3	unknown	1890	1965
Letovsky	Stanislav	Piano Sonata, Op.1	unknown	1890	1965
Letovsky	Stanislav	Variations on an Original Theme, Op.2	unknown	1890	1965
Leubner	Wilhelm	Soldatenlieder-Marsch	unknown	unknown	unknown
Leutert	Brita Falch	Akk visste du	unknown	unknown	unknown
Leutert	Brita Falch	Brurmarsj fra Lødingen II	unknown	unknown	unknown
Leutert	Brita Falch	Brurmarsj fra Saltdalen	unknown	unknown	unknown
Leutert	Brita Falch	Den gylne sol	unknown	unknown	unknown
Leutert	Brita Falch	Ein båt stormen duva	unknown	unknown	unknown
Leutert	Brita Falch	Mariæ brudesmykke	unknown	unknown	unknown
Leuthner	Leopold	Duo concertant	unknown	unknown	unknown
Leutner	Albert	Bauern-Polka	unknown	unknown	unknown
Leutner	Albert	Fest-Ouverture, Op.42	unknown	unknown	unknown
Leutner	Albert	The Gipsey Polka	unknown	unknown	unknown
Leutner	Albert	Troubadour-Quadrille, Op.39	unknown	unknown	unknown
Levadé	Charles	Chansons du Quercy	unknown	unknown	unknown
Levadé	Charles	Les hérétiques	unknown	unknown	unknown
Levadé	Charles	J'ai cueilli le lys	unknown	unknown	unknown
Levadé	Charles	Vers les étoiles	unknown	unknown	unknown
Levens	Charles	Cantate sur l'établissement d'une Académie de Musique à Toulouse	unknown	1689	1764
Levenson	Boris	Andante tragico, Op.57	American	1884	1947
Levenson	Boris	10 Bagatelles, Op.27	American	1884	1947
Levenson	Boris	Danse orientale, Op.66	American	1884	1947
Levenson	Boris	2 Tone Poems, Op.55	American	1884	1947
Levergeois	Abbé Anatole	Adagio	unknown	unknown	unknown
Leveridge	Richard	The Blind Boy	unknown	1670	1758
Leveridge	Richard	Macbeth	unknown	1670	1758
Leveridge	Richard	The Roast Beef of Old England	unknown	1670	1758
Leverkühn	Adriano	4 Fugas	unknown	unknown	unknown
Leverkühn	Adriano	Recueil d'airs choisis No.2 (Levesque)	unknown	unknown	unknown
Levey	B.	Esmeralda	unknown	unknown	unknown
Levey	William Charles	Bonsoir	unknown	unknown	unknown
Levey	William Charles	Esmeralda	unknown	unknown	unknown
Levey	William Charles	Punchinello	unknown	unknown	unknown
Levey	William Charles	Ronde de nuit bohémienne	unknown	unknown	unknown
Levi	Hermann	6 Lieder, Op.2	German	1839	1900
Levi	Hermann	Piano Concerto, Op.1	German	1839	1900
Levin	Miron	Chanson triste, Op.6	unknown	unknown	unknown
Levin	Miron	Etude chorégraphique, Op.76	unknown	unknown	unknown
Levin	Miron	Les faunes s'amusent, Op.73	unknown	unknown	unknown
Levin	Miron	Humoresque, Op.6	unknown	unknown	unknown
Levin	Miron	Mélodie douloureuse	unknown	unknown	unknown
Levin	Miron	2 Pieces for the Left Hand, Op.18	unknown	unknown	unknown
Levin	Miron	Romance, Op.3	unknown	unknown	unknown
Levin	Miron	Sylphes et Gnomes, Op.24	unknown	unknown	unknown
Levin	Miron	Valse d'amour, Op.27	unknown	unknown	unknown
Levin	Miron	Valse de concert, Op.2	unknown	unknown	unknown
Levina	Zara	Bird-Cherry Tree	unknown	unknown	unknown
Levina	Zara	Selected Children' Songs	unknown	unknown	unknown
Levina	Zara	Selected Songs	unknown	unknown	unknown
Levitzki	Mischa	Arabesque valsante, Op.6	Russian	1898	1941
Levitzki	Mischa	Dance of the Doll, Op.8	Russian	1898	1941
Levitzki	Mischa	The Enchanted Nymph	Russian	1898	1941
Levitzki	Mischa	Gavotte, Op.3	Russian	1898	1941
Levitzki	Mischa	Valse de concert, Op.1	Russian	1898	1941
Levitzki	Mischa	Valse, Op.2	Russian	1898	1941
Levitzki	Mischa	Valse-Tzigane, Op.7	Russian	1898	1941
Levy	Ellis	Cariole	unknown	unknown	unknown
Levy	Ellis	The Ghost Dance, Op.16	unknown	unknown	unknown
Levy	Ernst	5 Pieces for Piano, 1945	Swiss	1895	1981
Levy	Jules	Adelina Waltzes	British	1838	1903
Levy	Jules	The Adieu	British	1838	1903
Levy	Jules	Andante in E major	British	1838	1903
Levy	Jules	Ave Maria in G major	British	1838	1903
Levy	Jules	Carnival of Venice	British	1838	1903
Levy	Jules	Du, du liegst	British	1838	1903
Levy	Jules	Fra poco	British	1838	1903
Levy	Jules	Hotel Brighton Waltz	British	1838	1903
Levy	Jules	Lizzie Waltz	British	1838	1903
Levy	Jules	Robert, toi que j'aime	British	1838	1903
Levy	Jules	The Salute Polka	British	1838	1903
Levy	Jules	Young America Polka	British	1838	1903
Levy	Martin	String Quartet in D minor	unknown	unknown	unknown
Levy	Michel Maurice	2 Pièces humoristiques	unknown	unknown	unknown
Levy	Pauline Pement	Dramatic Narrative No.1	unknown	unknown	unknown
Levy	Sol Paul	Aces High	unknown	unknown	unknown
Levy	Sol Paul	Because You Say Good Bye	unknown	unknown	unknown
Levy	Sol Paul	Birds and Butterflies	unknown	unknown	unknown
Levy	Sol Paul	Bleeding Hearts	unknown	unknown	unknown
Levy	Sol Paul	Blue Devils	unknown	unknown	unknown
Levy	Sol Paul	A Cannibal Carnival	unknown	unknown	unknown
Levy	Sol Paul	2 Characteristic Themes	unknown	unknown	unknown
Levy	Sol Paul	Dramatic Agitato No.1	unknown	unknown	unknown
Levy	Sol Paul	Dramatic Conflict	unknown	unknown	unknown
Levy	Sol Paul	Dramatic Recitative No.1	unknown	unknown	unknown
Levy	Sol Paul	Dramatic Recitative No.2	unknown	unknown	unknown
Levy	Sol Paul	Dramatic Tension No.1	unknown	unknown	unknown
Levy	Sol Paul	Fighting Tommies	unknown	unknown	unknown
Levy	Sol Paul	Flirty-Flirts	unknown	unknown	unknown
Levy	Sol Paul	Heavy Misterioso No.1	unknown	unknown	unknown
Levy	Sol Paul	Hindoo Hop	unknown	unknown	unknown
Levy	Sol Paul	Indian Misterioso	unknown	unknown	unknown
Levy	Sol Paul	Lovelette	unknown	unknown	unknown
Levy	Sol Paul	Pathetic Andante No.1	unknown	unknown	unknown
Levy	Sol Paul	The Roses that Die Bloom Again	unknown	unknown	unknown
Levy	Sol Paul	Sinister Theme	unknown	unknown	unknown
Levy	Sol Paul	Sorrow Theme	unknown	unknown	unknown
Levy	Sol Paul	Tragic Theme	unknown	unknown	unknown
Levy	Sol Paul	The Vampire	unknown	unknown	unknown
Levy	Sol Paul	Weird Oriental Theme	unknown	unknown	unknown
Levy	Sol Paul	Why	unknown	unknown	unknown
Levy	Sol Paul	Yankee Tars	unknown	unknown	unknown
Lewalter	Rainer	Atrapasuenos	unknown	unknown	unknown
Lewalter	Rainer	Baldanders	unknown	unknown	unknown
Lewalter	Rainer	10 Easy Studies for Double Bass	unknown	unknown	unknown
Lewalter	Rainer	Es waren einmal drei Reiter	unknown	unknown	unknown
Lewalter	Rainer	Introduction and Variations on a theme by Stephen Foster	unknown	unknown	unknown
Lewalter	Rainer	Klezmer Fantasy	unknown	unknown	unknown
Lewalter	Rainer	Solo II	unknown	unknown	unknown
Lewalter	Rainer	Solo I	unknown	unknown	unknown
Lewalter	Rainer	3 Tablets From Uruk	unknown	unknown	unknown
Lewandowski	Leopold	Les succès de Varsovie	unknown	unknown	unknown
Lewandowski	Louis	Adon olom	German	1823	1894
Lewandowski	Louis	Consolations, Op.44	German	1823	1894
Lewandowski	Louis	Hebräische Melodien, Op.12	German	1823	1894
Lewandowski	Louis	Hebräische Weisen, Op.45	German	1823	1894
Lewandowski	Louis	Jary	German	1823	1894
Lewandowski	Louis	Kol Nidrei, Op.6	German	1823	1894
Lewandowski	Louis	Kol Rinnah uT'fillah	German	1823	1894
Lewandowski	Louis	Mi Addir	German	1823	1894
Lewandowski	Louis	Psalm 150	German	1823	1894
Lewandowski	Louis	Stary	German	1823	1894
Lewandowski	Louis	Synagogen-Melodieen, Op.47	German	1823	1894
Lewandowski	Louis	Toras adonoj	German	1823	1894
Lewandowski	Louis	W’hogen baadenu	German	1823	1894
Lewandowsky	Max	Piano Quintet, Op.2	unknown	unknown	unknown
Lewandowsky	Max	Piano Trio, Op.4	unknown	unknown	unknown
Lewandowsky	Max	String Sextet, Op.5	unknown	unknown	unknown
Lewandowsky	Max	Violin Sonata, Op.8	unknown	unknown	unknown
Lewin	Gustav	Caprice	unknown	unknown	unknown
Lewin	Gustav	Fantasiestück	unknown	unknown	unknown
Lewin	Gustav	Das Klagende Lied	unknown	unknown	unknown
Lewing	Adele	Berceuse, Op.14	German	1868	1943
Lewinger	Maximilian	2 Vortragsstücke, Op.6	unknown	unknown	unknown
Lewis	Carrie Bullard	The Moo-Cow-Moo	unknown	unknown	unknown
Lewis	Frederick Elliott	Scenes of Youth, Op.3	unknown	unknown	unknown
Lewis	Freeman	The Beauties of Harmony	unknown	unknown	unknown
Lewis	Leo Rich	R. E. Porter	unknown	unknown	unknown
Lewis	R.A.	Twilight Shadows	unknown	unknown	unknown
Lewis	Walter Henry	The Explorers	unknown	unknown	unknown
Lewis	Walter Henry	Postlude in C major	unknown	unknown	unknown
Lewiston Sharpe	David	In the Tavern of Sweet Songs	unknown	unknown	unknown
Lewiston Sharpe	David	Piano Concerto No.1	unknown	unknown	unknown
Lewiston Sharpe	David	A Salvador Dalí Suite	unknown	unknown	unknown
Lewy	Josef Rudolf	12 Etudes	unknown	1802	1881
Lewy	Karl	Piano Trio, Op.14	unknown	unknown	unknown
Ley	Henry	Adagio	British	1887	1962
Ley	Henry	Cradle Song	British	1887	1962
Ley	Henry	Fantasia on the Welsh Hymn Tune Aberystwyth	British	1887	1962
Ley	Henry	For all the Saints	British	1887	1962
Ley	Henry	Improvisation	British	1887	1962
Ley	Henry	Jubilate Deo	British	1887	1962
Ley	Henry	Pastorale	British	1887	1962
Ley	Henry	Postlude	British	1887	1962
Ley	Henry	Prelude on 'Down Ampney'	British	1887	1962
Ley	Henry	Prelude on 'St. Columba'	British	1887	1962
Ley	Henry	Requiescat in pace	British	1887	1962
Leybach	Ignace Xavier Joseph	'Au printemps' de Gounod, Op.174	French	1817	1891
Leybach	Ignace Xavier Joseph	À l'ombre du saule, Op.281	French	1817	1891
Leybach	Ignace Xavier Joseph	Les adieux, Op.123	French	1817	1891
Leybach	Ignace Xavier Joseph	Alla stella confidente, Op.175	French	1817	1891
Leybach	Ignace Xavier Joseph	L'ange du souvenir	French	1817	1891
Leybach	Ignace Xavier Joseph	Aouda, Op.274	French	1817	1891
Leybach	Ignace Xavier Joseph	Les batelières de Naples, Op.92	French	1817	1891
Leybach	Ignace Xavier Joseph	Boléro brillant No.1, Op.64	French	1817	1891
Leybach	Ignace Xavier Joseph	Boléro brillant No.2, Op.90	French	1817	1891
Leybach	Ignace Xavier Joseph	Boléro brillant, Op.256	French	1817	1891
Leybach	Ignace Xavier Joseph	Calme et solitude, Op.188	French	1817	1891
Leybach	Ignace Xavier Joseph	Canzone napolitana, Op.263	French	1817	1891
Leybach	Ignace Xavier Joseph	Caprice brillant, Op.24	French	1817	1891
Leybach	Ignace Xavier Joseph	Chanson à boire No.1, Op.50	French	1817	1891
Leybach	Ignace Xavier Joseph	Chanson à boire No.2, Op.110	French	1817	1891
Leybach	Ignace Xavier Joseph	Chant du dimanche, Op.225	French	1817	1891
Leybach	Ignace Xavier Joseph	Chant du printemps, Op.133	French	1817	1891
Leybach	Ignace Xavier Joseph	La dernière rose d'été, Op.159	French	1817	1891
Leybach	Ignace Xavier Joseph	La diabolique, Op.47	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Aida', Op.158	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'Anna Bolena', Op.100	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Astuzie Femminili', Op.170	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Attila', Op.213	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Carmen', Op.203	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Charles VI', Op.139	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'Der Freischütz', Op.96	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Dom Sebastien', Op.211	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'Don Juan', Op.81	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Ernani', Op.172	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Guido et Ginevra', Op.138	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'I Due Foscari', Op.212	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'I Lombardi', Op.191	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'I Masnadieri', Op.200	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'I Puritani', Op.48	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Il barbiere di Siviglia', Op.70	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Il Trovatore', Op.171	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'Jone' de Petrella, Op.60	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'L'Africaine', Op.178	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'L'Elisire d'Amore', Op.196	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'La Ebrea', Op.129	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'La Fanchonnette', Op.115	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'La fille de Madame Angot', Op.169	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie brillante sur 'La sonnambula', Op.27	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'La Straniera', Op.132	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'La Traviata', Op.160	French	1817	1891
Leybach	Ignace Xavier Joseph	Fantaisie Brillante sur 'Lakmé', Op.257	French	1817	1891
